Name,EventApi__Adjustment_Account__c,EventApi__Allow_Conflicts__c,EventApi__Assignments_Display_Label__c,EventApi__Business_Group__c,EventApi__Capacity__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Disable_Registration__c,EventApi__Discount_Account__c,EventApi__Display_Name__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Enable_Waitlist__c,EventApi__End_Date_Time__c,EventApi__End_Date__c,EventApi__Event_Category__c,EventApi__Event__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Image_URL__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Is_Active__c,EventApi__Is_Automatically_Added__c,EventApi__Is_Contribution__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__Room__c,EventApi__SKU__c,EventApi__Session_End_Time__c,EventApi__Session_Start_Time__c,EventApi__Start_Date_Time__c,EventApi__Start_Date__c,EventApi__Tax_Class__c,ROEApi__Event_Display_Name__c,EventApi__AR_Account__c,EventApi__Hide_During_Registration__c,EventApi__Invoice_Payment_Priority__c,EventApi__Required_for_Registration__c,Errors,Id
Welcome Breakfast,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,true,a14R0000004sdQoIAI,Welcome Breakfast,false,false,false,2026-08-12T16:00:00.000+0000,2026-08-12,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFYIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2026-08-12T15:00:00.000+0000,2026-08-12,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzUIAQ
The Spelling Bee!,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,"<p>Join Rona, Mitch, Olive, William, Logainne, Marcy, Leaf, and Carlito match wits. Vice Principal Douglas Panch returns to judge after a five-year hiatus!</p>",false,a14R0000004sdQoIAI,The Spelling Bee!,false,false,false,2022-02-03T20:00:00.000+0000,2022-02-03,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,true,false,false,false,false,a19R0000003TaFbIAK,,,,500,0,a14R0000004sdQuIAI,false,false,,,,,,3:00 PM,12:00 PM,2022-02-03T17:00:00.000+0000,2022-02-03,,25th Annual Putnam County Spelling Bee,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzVIAQ
The Spelling Bee!,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,"<p>Join Rona, Mitch, Olive, William, Logainne, Marcy, Leaf, and Carlito match wits. Vice Principal Douglas Panch returns to judge after a five-year hiatus!</p>",false,a14R0000004sdQoIAI,The Spelling Bee!,false,false,false,2022-07-02T20:00:00.000+0000,2022-07-02,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFdIAK,,,,500,0,a14R0000004sdQuIAI,false,false,,,,,,3:00 PM,12:00 PM,2022-07-02T17:00:00.000+0000,2022-07-02,,newtest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzWIAQ
The Spelling Bee!,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,"<p>Join Rona, Mitch, Olive, William, Logainne, Marcy, Leaf, and Carlito match wits. Vice Principal Douglas Panch returns to judge after a five-year hiatus!</p>",false,a14R0000004sdQoIAI,The Spelling Bee!,false,false,false,2022-07-02T20:00:00.000+0000,2022-07-02,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFgIAK,,,,500,0,a14R0000004sdQuIAI,false,false,,,,,,3:00 PM,12:00 PM,2022-07-02T17:00:00.000+0000,2022-07-02,,pcsb2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzXIAQ
Advanced Discussion,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a14R0000004sdQoIAI,Advanced Discussion,false,false,true,2022-07-02T18:00:00.000+0000,2022-07-02,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFjIAK,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,1:00 PM,11:00 AM,2022-07-02T16:00:00.000+0000,2022-07-02,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzYIAQ
Advanced Discussion,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a14R0000004sdQoIAI,Advanced Discussion,false,false,true,2020-08-06T18:00:00.000+0000,2020-08-06,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFzIAK,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,1:00 PM,11:00 AM,2020-08-06T16:00:00.000+0000,2020-08-06,,Test wed,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzZIAQ
Beginner Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a14R0000004sdQoIAI,Beginner Workshop,false,false,true,2020-08-06T16:00:00.000+0000,2020-08-06,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFzIAK,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2020-08-06T15:00:00.000+0000,2020-08-06,,Test wed,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzaIAA
Conferece Check In,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Please check in when you arrive at the symposium.</p>,true,a14R0000004sdQoIAI,Conference Check In,false,false,false,2020-08-05T17:00:00.000+0000,2020-08-05,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFzIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,9:00 AM,2020-08-05T14:00:00.000+0000,2020-08-05,,Test wed,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzbIAA
Keynote Speech,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,a14R0000004sdQoIAI,Keynote Speech,false,false,false,2020-08-05T17:00:00.000+0000,2020-08-05,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFzIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,11:00 AM,2020-08-05T16:00:00.000+0000,2020-08-05,,Test wed,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzcIAA
Leadership Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a14R0000004sdQoIAI,Leadership Workshop,false,false,true,2020-08-05T22:00:00.000+0000,2020-08-05,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFzIAK,,,25,4000,0,a14R0000004sdQuIAI,false,false,,,,,,5:00 PM,4:00 PM,2020-08-05T21:00:00.000+0000,2020-08-05,,Test wed,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzdIAA
Luncheon,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a14R0000004sdQoIAI,Luncheon,false,false,false,2020-08-06T18:15:00.000+0000,2020-08-06,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFzIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,1:15 PM,12:00 PM,2020-08-06T17:00:00.000+0000,2020-08-06,,Test wed,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzeIAA
Beginner Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a14R0000004sdQoIAI,Beginner Workshop,false,false,true,2022-07-02T16:00:00.000+0000,2022-07-02,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFjIAK,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2022-07-02T15:00:00.000+0000,2022-07-02,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzfIAA
Conference Check-In,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Please check-in when you arrive at the symposium.</p>,true,a14R0000004sdQoIAI,Conference Check-In,false,false,false,2022-07-01T17:00:00.000+0000,2022-07-01,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFjIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,9:00 AM,2022-07-01T14:00:00.000+0000,2022-07-01,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzgIAA
Keynote Speech,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,"<p>Attend our Keynote Speech for inspiration from Bob Kelley, Vice President of ABC Corporation.</p>",false,a14R0000004sdQoIAI,Keynote Speech,false,false,false,2022-07-01T17:00:00.000+0000,2022-07-01,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFjIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,11:00 AM,2022-07-01T16:00:00.000+0000,2022-07-01,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzhIAA
Leadership Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a14R0000004sdQoIAI,Leadership Workshop,false,false,true,2022-07-01T22:00:00.000+0000,2022-07-01,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFjIAK,,,25,4000,0,a14R0000004sdQuIAI,false,false,,,,,,5:00 PM,4:00 PM,2022-07-01T21:00:00.000+0000,2022-07-01,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znziIAA
Luncheon,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a14R0000004sdQoIAI,Luncheon,false,false,false,2022-07-02T18:15:00.000+0000,2022-07-02,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFjIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,1:15 PM,12:00 PM,2022-07-02T17:00:00.000+0000,2022-07-02,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzjIAA
Round Table Discussion I,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a14R0000004sdQoIAI,Round Table Discussion I,false,false,true,2022-07-01T20:30:00.000+0000,2022-07-01,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFjIAK,,,,1000,0,a14R0000004sdQuIAI,false,false,,,,,,3:30 PM,2:00 PM,2022-07-01T19:00:00.000+0000,2022-07-01,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzkIAA
Round Table Discussion II,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a14R0000004sdQoIAI,Round Table Discussion II,false,false,true,2022-07-02T21:15:00.000+0000,2022-07-02,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFjIAK,,,,4000,0,a14R0000004sdQuIAI,false,false,,,,,,4:15 PM,3:00 PM,2022-07-02T20:00:00.000+0000,2022-07-02,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzlIAA
Welcome Breakfast,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,true,a14R0000004sdQoIAI,Welcome Breakfast,false,false,false,2022-07-01T16:00:00.000+0000,2022-07-01,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFjIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2022-07-01T15:00:00.000+0000,2022-07-01,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzmIAA
Advanced Discussion,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a14R0000004sdQoIAI,Advanced Discussion,false,false,true,2023-07-02T18:00:00.000+0000,2023-07-02,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFmIAK,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,1:00 PM,11:00 AM,2023-07-02T16:00:00.000+0000,2023-07-02,,symp,a14R0000004sdQpIAI,false,,false,,a1rR0000000znznIAA
Round Table Discussion I,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a14R0000004sdQoIAI,Round Table Discussion I,false,false,true,2020-08-05T20:30:00.000+0000,2020-08-05,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFzIAK,,,,1000,0,a14R0000004sdQuIAI,false,false,,,,,,3:30 PM,2:00 PM,2020-08-05T19:00:00.000+0000,2020-08-05,,Test wed,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzoIAA
Round Table Discussion II,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a14R0000004sdQoIAI,Round Table Discussion II,false,false,true,2020-08-06T21:15:00.000+0000,2020-08-06,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFzIAK,,,,4000,0,a14R0000004sdQuIAI,false,false,,,,,,4:15 PM,3:00 PM,2020-08-06T20:00:00.000+0000,2020-08-06,,Test wed,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzpIAA
Welcome Breakfast,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,true,a14R0000004sdQoIAI,Welcome Breakfast,false,false,false,2020-08-05T16:00:00.000+0000,2020-08-05,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFzIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2020-08-05T15:00:00.000+0000,2020-08-05,,Test wed,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzqIAA
Advanced Discussion,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a14R0000004sdQoIAI,Advanced Discussion,false,false,true,2020-12-11T21:00:00.000+0000,2020-12-11,a1gR0000002ZuCWIA0,a1mR0000001R1ziIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,true,false,false,false,false,a19R0000003TaEnIAK,,,25,5000,4,a14R0000004sdQuIAI,false,false,,,,,,1:00 PM,11:00 AM,2020-12-11T19:00:00.000+0000,2020-12-11,,2020 Annual Symposium,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzrIAA
Beginner Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a14R0000004sdQoIAI,Beginner Workshop,false,false,true,2020-12-11T19:00:00.000+0000,2020-12-11,a1gR0000002ZuCWIA0,a1mR0000001R1ziIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,true,false,false,false,false,a19R0000003TaEnIAK,,,25,5000,1,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2020-12-11T18:00:00.000+0000,2020-12-11,,2020 Annual Symposium,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzsIAA
Conferece Check In,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Please check in when you arrive at the symposium.</p>,true,a14R0000004sdQoIAI,Conference Check In,false,false,false,2020-12-10T20:00:00.000+0000,2020-12-10,a1gR0000002ZuCWIA0,a1mR0000001R1ziIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,true,false,false,false,false,a19R0000003TaEnIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,9:00 AM,2020-12-10T17:00:00.000+0000,2020-12-10,,FON-Annual Symposium 2020 (Lightning Event),a14R0000004sdQpIAI,false,,false,,a1rR0000000znztIAA
Keynote Speech,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,a14R0000004sdQoIAI,Keynote Speech,false,false,false,2020-12-10T20:00:00.000+0000,2020-12-10,a1gR0000002ZuCWIA0,a1mR0000001R1ziIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,true,false,false,false,false,a19R0000003TaEnIAK,,,,7000,6,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,11:00 AM,2020-12-10T19:00:00.000+0000,2020-12-10,,2020 Annual Symposium,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzuIAA
Leadership Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a14R0000004sdQoIAI,Leadership Workshop,false,false,true,2020-12-11T01:00:00.000+0000,2020-12-10,a1gR0000002ZuCWIA0,a1mR0000001R1ziIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,true,false,false,false,false,a19R0000003TaEnIAK,,,25,4000,5,a14R0000004sdQuIAI,false,false,,,,,,5:00 PM,4:00 PM,2020-12-11T00:00:00.000+0000,2020-12-10,,2020 Annual Symposium,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzvIAA
Luncheon,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a14R0000004sdQoIAI,Luncheon,false,false,false,2020-12-11T21:15:00.000+0000,2020-12-11,a1gR0000002ZuCWIA0,a1mR0000001R1ziIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,true,false,false,false,false,a19R0000003TaEnIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,1:15 PM,12:00 PM,2020-12-11T20:00:00.000+0000,2020-12-11,,FON-Annual Symposium 2020 (Lightning Event),a14R0000004sdQpIAI,false,,false,,a1rR0000000znzwIAA
Beginner Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a14R0000004sdQoIAI,Beginner Workshop,false,false,true,2023-07-02T16:00:00.000+0000,2023-07-02,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFmIAK,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2023-07-02T15:00:00.000+0000,2023-07-02,,symp,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzxIAA
Round Table Discussion II,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a14R0000004sdQoIAI,Round Table Discussion II,false,false,true,2023-07-02T21:15:00.000+0000,2023-07-02,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFmIAK,,,,4000,0,a14R0000004sdQuIAI,false,false,,,,,,4:15 PM,3:00 PM,2023-07-02T20:00:00.000+0000,2023-07-02,,symp,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzyIAA
