Name,OrderApi__Adjustment_Account__c,OrderApi__Assignment_Badge_Types_CSV__c,OrderApi__Assignment_SObject__c,OrderApi__Assignments_Display_Label__c,OrderApi__Business_Group__c,OrderApi__Cost__c,OrderApi__Defer_Revenue__c,OrderApi__Deferred_Revenue_Account__c,OrderApi__Deferred_Revenue_Term__c,OrderApi__Description__c,OrderApi__Disable_Price_Rules__c,OrderApi__Disable_Scheduling__c,OrderApi__Discount_Account__c,OrderApi__Display_Name__c,OrderApi__Download_File_Location__c,OrderApi__Download_File_Name__c,OrderApi__Download_File_Type__c,OrderApi__EAN__c,OrderApi__Enable_Access_Permissions__c,OrderApi__Enable_Assignments__c,OrderApi__Enable_Shipping__c,OrderApi__Features_List__c,OrderApi__Flex_Day_of_the_Month__c,OrderApi__Form__c,OrderApi__ISBN__c,OrderApi__Image_Path__c,OrderApi__Income_Account__c,OrderApi__Interview_Form_Display_Label__c,OrderApi__Is_Active__c,OrderApi__Is_Contribution__c,OrderApi__Is_Default_Shipping_Rate__c,OrderApi__Is_Default_Tax_Rate__c,OrderApi__Is_Downloadable__c,OrderApi__Is_Event__c,OrderApi__Is_Inventoried__c,OrderApi__Is_Publication__c,OrderApi__Is_Service__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax_Deductible__c,OrderApi__Is_Tax__c,OrderApi__Is_Taxable__c,OrderApi__Item_Class__c,OrderApi__Item_Weight_UOM__c,OrderApi__Item_Weight__c,OrderApi__Line_Description__c,OrderApi__Maximum_Number_of_Assignments__c,OrderApi__Maximum_Number_of_Downloads__c,OrderApi__Maximum_Value__c,OrderApi__Maximum_Weight__c,OrderApi__Minimum_Value__c,OrderApi__Minimum_Weight__c,OrderApi__Not_For_Individual_Sale__c,OrderApi__Price__c,OrderApi__Refund_Account__c,OrderApi__Require_Assignments__c,OrderApi__Require_Shipping__c,OrderApi__Restrict_Number_of_Assignments__c,OrderApi__Restrict_Number_of_Downloads__c,OrderApi__Revenue_Recognition_Date__c,OrderApi__Revenue_Recognition_Rule__c,OrderApi__Revenue_Recognition_Term_Rule__c,OrderApi__SKU__c,OrderApi__Shipping_Method__c,OrderApi__Shipping_Region__c,OrderApi__Subscription_Plan_Display_Label__c,OrderApi__Tax_Class__c,OrderApi__Tax_Locale__c,OrderApi__Tax_Percent__c,OrderApi__UPC__c,EventApi__Event__c,EventApi__Sponsor_Package__c,EventApi__Ticket_Type__c,ProgramApi__Is_Program_Fee__c,ProgramApi__Is_Program_Maintenance_Fee__c,OrderApi__Require_PreAuthorized_Payment__c,OrderApi__AR_Account__c,OrderApi__Invoice_Payment_Priority__c,OrderApi__Add_to_Cart_Button_Label_Override__c,OrderApi__Add_to_Cart_Button_Override__c,OrderApi__Assignment_Instructions__c,OrderApi__Enable_Cancellation_Request__c,OrderApi__Enable_MidTerm_Changes__c,OrderApi__Inventory_Message__c,OrderApi__Inventory__c,OrderApi__Parent_Item__c,OrderApi__Renewal_Form__c,OrderApi__eStore_Description__c,OrderApi__eStore_Short_Description__c,Errors,Id
FON-John Olson Scholarship Endowment,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,John Olson Scholarship Endowment,false,false,a14R0000004sdQvIAI,John Olson Scholarship Endowment,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003Ta5FIAS,,,John Olson Scholarship Endowment,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,John Olson Scholarship Endowment,,,a1BR0000005WjI3MAK
FON - Associations Today Magazine,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,true,a14R0000004sdQsIAI,,"Affiliation with a professional association is a boon to your resume. We know from over a decade of recent experience that employers and clients prefer to hire and retain candidates who demonstrate a tangible commitment to their personal development, who are involved in community activities and who advance their career through education. Members tell us that they prefer to work with employers and clients who value their professionalism ? they get the chance to do a better job, often at better rates. That rate increase alone more than pays the membership fee.  For over a decade we have built a reputation for promoting professionalism in the networking industry. When you join, you buy a piece of that reputation and the opportunity to enhance it by getting involved. It is expected that, as a member, you will make efforts to enhance that reputation further, so that your Association is seen over time to contain the best people there are in Networking.",false,false,a14R0000004sdQvIAI,Associations Today Magazine,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D6A0000039vRfUAI/jywrjZcy_association_magazine_jpg,a14R0000004sdQuIAI,,true,false,false,false,false,false,false,false,false,false,true,false,false,true,a19R0000003Ta5HIAS,Kilogram,1,Associations Today Magazine,,,,,,,false,50,a14R0000004sdQuIAI,false,true,false,false,,Over Time,No Partial Credit,,,,,a19R0000003Ta5BIAS,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Affiliation with a professional association is a boon to your resume. We know from over a decade of recent experience that employers and clients prefer to hire and retain candidates who demonstrate a tangible commitment to their personal development, who are involved in community activities and who advance their career through education. Members tell us that they prefer to work with employers and clients who value their professionalism ? they get the chance to do a better job, often at better rates. That rate increase alone more than pays the membership fee.  For over a decade we have built a reputation for promoting professionalism in the networking industry. When you join, you buy a piece of that reputation and the opportunity to enhance it by getting involved. It is expected that, as a member, you will make efforts to enhance that reputation further, so that your Association is seen over time to contain the best people there are in Networking.",,FIELD_CUSTOM_VALIDATION_EXCEPTION:A default subscription plan is required on an item of type subscription for the item to be active.:OrderApi__Is_Active__c --,
FON-Donation 50,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,Donation 50,false,false,a14R0000004sdQvIAI,Donation 50,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR1IAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003Ta5FIAS,,,Donation 50,,,,,,,false,50,a14R0000004sdR1IAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Donation 50,,,a1BR0000005WjI4MAK
FON-Donation 100,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,Donation 100,false,false,a14R0000004sdQvIAI,Donation 100,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR1IAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003Ta5FIAS,,,Donation 100,,,,,,,false,100,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Donation 100,,,a1BR0000005WjI5MAK
FON-Donation 200,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,Donation 200,false,false,a14R0000004sdQvIAI,Donation 200,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR1IAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003Ta5FIAS,,,Donation 200,,,,,,,false,200,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Donation 200,,,a1BR0000005WjI6MAK
FON-Scholorship Donation500,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,Scholorship Donation500,false,false,a14R0000004sdQvIAI,Scholorship Donation500,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR1IAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003Ta5FIAS,,,Scholorship Donation500,,,,,,,false,500,a14R0000004sdR1IAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Scholorship Donation500,,,a1BR0000005WjI7MAK
FON-10 deep x 5 wide (premium),a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,10 deep x 5 wide (premium),false,false,a14R0000004sdQvIAI,10 deep x 5 wide (premium),,,,,false,false,false,,,,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/YnKFxnkL_3mx3m_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,a19R0000003Ta5PIAS,,,10 deep x 5 wide (premium),,,,,,,false,995,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,10 deep x 5 wide (premium),,,a1BR0000005WjI8MAK
FON-Booth (5x10),a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,FON-Booth (5x10),false,false,a14R0000004sdQvIAI,FON-Booth (5x10),,,,,false,false,false,,,,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/YnKFxnkL_3mx3m_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,a19R0000003Ta5PIAS,,,FON-Booth (5x10),,,,,,,false,975,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>FON-Booth (5x10)</p>,,,a1BR0000005WjI9MAK
FON-5 deep x 10 wide (premium),a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,FON-5 deep x 10 wide (premium),false,false,a14R0000004sdQvIAI,FON-5 deep x 10 wide (premium),,,,,false,false,false,,,,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/YnKFxnkL_3mx3m_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,a19R0000003Ta5PIAS,,,FON-5 deep x 10 wide (premium),,,,,,,false,1075,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,FON-5 deep x 10 wide (premium),,,a1BR0000005WjIAMA0
FON - Local Chapter Membership,a14R0000004sdRrIAI,,OrderApi__Subscription__c,,a0sR0000004M9vaIAC,60,true,a14R0000004sdQsIAI,12,Local Chapter Membership,false,false,a14R0000004sdQvIAI,Local Chapter Membership,,,,,false,false,false,,,,,https://fonteva-customer-media.s3.amazonaws.com/00D30000000ndogEAA/JVyxEWZP_ItemMembership.jpg,a14R0000004sdQyIAI,,true,false,false,false,false,false,false,false,false,false,true,false,false,false,a19R0000003Ta5GIAS,,,Local Chapter Membership,2,,,,,,false,60,a14R0000004sdQyIAI,false,false,false,false,,Over Time,Daily,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Local Chapter Membership,,FIELD_CUSTOM_VALIDATION_EXCEPTION:A default subscription plan is required on an item of type subscription for the item to be active.:OrderApi__Is_Active__c --,
FON-Scholorship Donation1000,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,Scholorship Donation1000,false,false,a14R0000004sdQvIAI,Scholorship Donation1000,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR1IAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003Ta5FIAS,,,Scholorship Donation1000,,,,,,,false,1000,a14R0000004sdR1IAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Scholorship Donation1000,,,a1BR0000005WjIBMA0
FON-10 deep x 5 wide,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,FON-10 deep x 5 wide,false,false,a14R0000004sdQvIAI,FON-10 deep x 5 wide,,,,,false,false,false,,,,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/YnKFxnkL_3mx3m_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,a19R0000003Ta5PIAS,,,FON-10 deep x 5 wide,,,,,,,false,895,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,FON-10 deep x 5 wide,,,a1BR0000005WjICMA0
Round Table Discussion I,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,false,a14R0000004sdQoIAI,Round Table Discussion I,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3iIAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,,,a1BR0000005WjIDMA0
Round Table Discussion II,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,false,a14R0000004sdQoIAI,Round Table Discussion II,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3iIAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,,,a1BR0000005WjIEMA0
Welcome Breakfast,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,false,false,a14R0000004sdQoIAI,Welcome Breakfast,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3iIAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,,,a1BR0000005WjIFMA0
Bronze Annual Symposium Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Bronze Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3jIAC,,,Show off your association pride by sponsoring our annual symposium at the bronze level.,,,,,,,false,4000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1yR0000002Jlr1IAC,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WjIGMA0
Gold Annual Symposium Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Gold Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3jIAC,,,Show off your association pride by sponsoring our annual symposium at the gold level.,,,,,,,false,10000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1yR0000002Jlr2IAC,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WjIHMA0
Silver Annual Symposium Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Silver Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3jIAC,,,Show off your association pride by sponsoring our annual symposium at the silver level.,,,,,,,false,6000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1yR0000002Jlr3IAC,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WjIIMA0
Advanced Discussion,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,false,a14R0000004sdQoIAI,Advanced Discussion,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3lIAC,,,,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,,,a1BR0000005WjIJMA0
Beginner Workshop,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,false,a14R0000004sdQoIAI,Beginner Workshop,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3lIAC,,,,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,,,a1BR0000005WjIKMA0
Conference Check-In,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Please check-in when you arrive at the symposium.</p>,false,false,a14R0000004sdQoIAI,Conference Check-In,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3lIAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Please check-in when you arrive at the symposium.</p>,,,a1BR0000005WjILMA0
Keynote Speech,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,"<p>Attend our Keynote Speech for inspiration from Bob Kelley, Vice President of ABC Corporation.</p>",false,false,a14R0000004sdQoIAI,Keynote Speech,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3lIAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"<p>Attend our Keynote Speech for inspiration from Bob Kelley, Vice President of ABC Corporation.</p>",,,a1BR0000005WjIMMA0
Welcome Breakfast,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,false,false,a14R0000004sdQoIAI,Welcome Breakfast,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4CIAS,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,,,a1BR0000005WjINMA0
Bronze Annual Symposium Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Bronze Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4DIAS,,,Show off your association pride by sponsoring our annual symposium at the bronze level.,,,,,,,false,4000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1yR0000002JlreIAC,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WjIOMA0
Gold Annual Symposium Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Gold Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4DIAS,,,Show off your association pride by sponsoring our annual symposium at the gold level.,,,,,,,false,10111,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1yR0000002JlrfIAC,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WjIPMA0
Silver Annual Symposium Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Silver Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4DIAS,,,Show off your association pride by sponsoring our annual symposium at the silver level,,,,,,,false,6000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1yR0000002JlrsIAC,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WjIQMA0
Bronze Annual Symposium Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Bronze Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4DIAS,,,Show off your association pride by sponsoring our annual symposium at the bronze level.,,,,,,,false,4000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1yR0000002JlrbIAC,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WjIRMA0
Gold Annual Symposium Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Gold Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4DIAS,,,Show off your association pride by sponsoring our annual symposium at the gold level.,,,,,,,false,10111,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1yR0000002JlrcIAC,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WjISMA0
Silver Annual Symposium Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Silver Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4DIAS,,,Show off your association pride by sponsoring our annual symposium at the silver level,,,,,,,false,6000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1yR0000002JlrdIAC,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WjITMA0
